,acousticness,artists,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,valence,year
9483,0.263,Big Brother & The Holding Company,0.4429999999999999,253333,0.727,0,0.0001409999999999,4,0.1689999999999999,-7.951,1,Piece of My Heart,68,0.145,160.82,0.5660000000000001,1968
9483,0.263,Janis Joplin,0.4429999999999999,253333,0.727,0,0.0001409999999999,4,0.1689999999999999,-7.951,1,Piece of My Heart,68,0.145,160.82,0.5660000000000001,1968
9482,0.478,Aretha Franklin,0.5920000000000001,216773,0.355,0,0.0,9,0.0585,-14.050999999999998,1,I Say a Little Prayer,75,0.0352,133.032,0.499,1968
9481,0.256,The Monkees,0.51,179613,0.488,0,0.0,7,0.11,-10.304,1,Daydream Believer,68,0.0304,125.683,0.649,1968
9480,0.0205,The Beatles,0.4529999999999999,285000,0.654,0,0.00395,4,0.172,-8.855,0,While My Guitar Gently Weeps - Remastered 2009,69,0.0317,115.0,0.7020000000000001,1968
9479,0.7909999999999999,The Mamas & The Papas,0.413,194427,0.313,0,1.5e-06,7,0.0727,-13.138,1,Dream A Little Dream Of Me - With Introduction,70,0.0519,92.515,0.349,1968
9684,0.288,Joe Cocker,0.307,312173,0.43,0,0.0009939999999999,2,0.0988,-11.333,1,With A Little Help From My Friends,70,0.0629,145.224,0.305,1969
9682,0.0422,Elvis Presley,0.487,261280,0.382,0,4.74e-06,7,0.411,-10.889,1,Suspicious Minds,71,0.0309,116.557,0.7140000000000001,1969
9680,0.911,The Velvet Underground,0.637,339533,0.107,0,0.00146,5,0.103,-18.759,1,Pale Blue Eyes,68,0.0349,82.87899999999998,0.296,1969
9677,0.198,The Beatles,0.396,182293,0.3379999999999999,0,2.62e-06,0,0.138,-10.872,1,Something - Remastered 2009,71,0.0304,133.52200000000002,0.377,1969
9676,0.0192,The Who,0.5429999999999999,180943,0.715,0,0.0,2,0.256,-8.89,1,Pinball Wizard,68,0.0356,124.011,0.4679999999999999,1969
9675,0.0382,Led Zeppelin,0.476,166267,0.7170000000000001,0,7.609999999999999e-05,9,0.0818,-9.192,1,Good Times Bad Times - 1993 Remaster,68,0.0949,93.584,0.753,1969
9674,0.0726,David Bowie,0.31,318027,0.4029999999999999,0,9.27e-05,0,0.139,-13.664,1,Space Oddity - 2015 Remaster,73,0.0326,134.48,0.466,1969
9673,0.7,Frank Sinatra,0.401,276800,0.381,0,0.0,2,0.122,-7.457999999999997,1,My Way,73,0.0274,75.454,0.2289999999999999,1969
9672,0.072,Led Zeppelin,0.4679999999999999,263333,0.607,0,0.000852,9,0.225,-11.367,1,Ramble On - 1990 Remaster,70,0.0336,98.429,0.8859999999999999,1969
9671,0.583,Creedence Clearwater Revival,0.858,166280,0.544,0,0.00109,0,0.0707,-9.289,1,Down On The Corner,72,0.0751,108.217,0.8740000000000001,1969
9670,0.305,The Jackson 5,0.469,176333,0.5379999999999999,0,0.0001199999999999,8,0.37,-13.559,1,I Want You Back,75,0.0571,196.605,0.8859999999999999,1969
9669,0.0994,Norman Greenbaum,0.609,242893,0.617,0,0.00404,9,0.118,-7.091,1,Spirit In The Sky,74,0.0307,128.903,0.5429999999999999,1969
9668,0.0484,Led Zeppelin,0.412,333893,0.902,0,0.131,9,0.405,-11.6,1,Whole Lotta Love - 1990 Remaster,77,0.405,89.74,0.422,1969
