,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
30,african gospel,0.5546666666666668,0.6353333333333334,339622.0,0.8300000000000001,0.0381616666666666,0.303,-6.063,0.0441,119.58,0.8186666666666667,14.0,2,1
31,african percussion,0.243875,0.69825,221829.04166666663,0.8290416666666667,0.1180094833333333,0.08435,-6.198708333333332,0.1348666666666666,132.281875,0.613875,7.916666666666668,8,1
32,african reggae,0.2433892857142857,0.7485357142857142,265097.64285714284,0.6706428571428571,0.0035008564285714,0.1166357142857142,-7.299357142857143,0.0610142857142857,114.7374642857143,0.7684642857142856,45.42857142857143,7,1
33,african rock,0.1328273375,0.6715416666666668,239156.4583333333,0.657,0.0939294625,0.1664958333333333,-8.653791666666667,0.0693,116.94695833333331,0.6463333333333333,42.66666666666667,8,1
34,african-american classical,0.7038157578558227,0.5426108133086875,234094.9842883549,0.2642356469500923,0.5225139002634012,0.1248645563770795,-17.490100277264325,0.0796232439926062,119.139,0.3826731053604435,40.87060998151571,5,1
35,afrikaans,0.0144,0.371,317427.0,0.618,0.0,0.8240000000000001,-5.468,0.0348,97.898,0.438,14.0,7,1
36,afro dancehall,0.2711797743333333,0.6366333333333334,220920.8333333333,0.6758666666666666,0.005641167,0.1834966666666666,-6.5973500000000005,0.1290183333333333,124.99301666666663,0.6105499999999999,26.58333333333333,1,1
37,afro house,0.08116867,0.7537999999999999,391767.9,0.5833999999999999,0.5206984,0.09978,-9.9689,0.09751,126.3624,0.5399,26.0,10,1
38,afro psych,0.0766,0.5840000000000001,403900.0,0.7705,0.2174499999999999,0.176,-10.408,0.04985,118.6075,0.8315,32.5,2,1
39,afro-funk,0.1449458333333333,0.800125,284760.1666666667,0.7191666666666666,0.068495475,0.0972,-8.909562499999998,0.09601875,114.04895833333336,0.8764583333333333,26.666666666666668,0,1
40,afrobeat,0.3636704387352829,0.6240531063002043,316544.3860375879,0.622326145725854,0.3323994815861146,0.1500609677055488,-9.986289221191086,0.060526830792551,115.62417247013045,0.7062193499168361,38.89801892974277,0,1
41,afrofuturism,0.2268386107264237,0.6469474807185046,278800.00821794866,0.620990134734412,0.0956946008463084,0.1761139345208841,-9.161819927196351,0.1344909938671954,113.22402368619296,0.5364044978749355,47.272618024495344,7,1
42,afrofuturismo brasileiro,0.626,0.484,247120.0,0.81,0.000283,0.11,-4.579,0.0377,144.454,0.422,36.0,7,0
43,afropop,0.4504543790691591,0.6260766673463062,310666.8332978879,0.5427874940928071,0.146607196638734,0.1865333518912441,-10.700189624666256,0.0809071333167139,117.18791208117317,0.6376393656772741,32.59655602106132,7,1
44,afroswing,0.1713333333333333,0.7583333333333333,188818.3333333333,0.512,3.2733333333333334e-05,0.1010333333333333,-7.562666666666668,0.211,102.061,0.4803333333333333,75.33333333333333,11,0
45,aggrotech,0.0805903978422619,0.5674607142857142,279414.3541666666,0.9058836309523808,0.4677446085714285,0.2267956398809523,-6.373296577380953,0.0483708184523809,130.78911220238095,0.5250983928571428,6.213839285714286,0,1
46,alabama indie,0.2370620555555556,0.5468333333333333,237396.9444444444,0.6545555555555556,0.1149166,0.1194222222222222,-8.685277777777777,0.0461277777777777,113.29711111111112,0.5263888888888889,43.77777777777778,7,1
47,alabama metal,0.002748,0.4065,199820.0,0.8659999999999999,1.105e-06,0.1406,-3.666,0.0741,110.375,0.446,49.5,6,1
48,alabama rap,0.1213113362036514,0.7000376670431019,224973.5159043855,0.6200655467720685,0.0005654347680218,0.1811206262939959,-6.429681959345002,0.1951039996235648,116.44768047713158,0.4866425654056089,56.56853472614343,11,1
49,alaska indie,0.0473,0.81,175313.0,0.353,0.000104,0.0819999999999999,-9.536,0.0437,124.991,0.731,67.0,6,1
50,albanian hip hop,0.00829,0.7829999999999999,468207.0,0.765,0.894,0.112,-9.47,0.0433,135.997,0.448,0.0,2,0
51,albanian pop,0.00287,0.6829999999999999,187106.0,0.665,0.0,0.0839,-8.405,0.0499,127.968,0.667,46.0,8,0
52,alberta country,0.3322893333333333,0.5781666666666667,203421.62,0.6511066666666666,1.248e-05,0.2058953333333333,-6.783666666666667,0.0554706666666666,116.74013333333332,0.6055266666666668,47.68,7,1
53,alberta hip hop,0.33,0.885,144000.0,0.685,0.0,0.148,-6.428999999999999,0.0627,99.954,0.937,74.5,11,0
54,album rock,0.1814198081602707,0.517313759501858,269234.62264266046,0.6599170796442037,0.083199403152073,0.2125174925610536,-9.865572724990937,0.0564497280029176,124.4014408377405,0.5481335548793804,35.423908109130366,9,1
55,albuquerque indie,0.3807330606060606,0.5271010101010102,235680.297979798,0.5816212121212121,0.0192694339393939,0.182660606060606,-8.571176767676768,0.0349045454545454,125.9691212121212,0.5317727272727272,52.96464646464646,9,1
56,alternative americana,0.5342916666666667,0.5069583333333334,246129.65833333333,0.3807833333333333,0.0825664274999999,0.0974983333333333,-10.717891666666668,0.0464133333333333,109.81213333333332,0.424975,51.69166666666666,7,1
57,alternative country,0.3839083744575907,0.5383201929981053,244022.38458504164,0.5260491924927758,0.0447450960746294,0.1760324013256201,-10.418042555536069,0.0470527207702543,122.54961994944314,0.5192240663267409,37.090957489466064,7,1
58,alternative dance,0.1465411020266104,0.6017865233057882,264020.1449596651,0.73155088919763,0.2145618783698456,0.196883709863244,-6.674359009317633,0.0575396736745144,126.277382621391,0.5430395942006766,47.30027450155563,2,1
59,alternative emo,0.1028489536085176,0.4722370051870052,224461.9283920284,0.7370040404040406,0.0488503438213213,0.1627390636090636,-6.700039967239967,0.0656924119574119,125.2952321867322,0.4381421294021294,46.72919737919737,4,1
60,alternative hip hop,0.1832438035416188,0.7026194120191069,242870.25533534648,0.6923471603304494,0.0442538190426286,0.2424949393076763,-7.612771298403577,0.2469667334922255,108.35572031941726,0.6111800837288888,44.96623677527938,11,1
61,alternative metal,0.070625415908321,0.4621667074062331,247261.68931647463,0.816150327872639,0.1132730662227451,0.2021636366520529,-6.1160132415793225,0.0794075355021013,125.32924474998173,0.4125773534366277,45.11373918395733,2,1
62,alternative pop,0.0923659537835405,0.4505448254328548,214472.64096075785,0.7820746170390922,0.1859686131545868,0.1686696047754043,-8.536531687478222,0.052078498792216,131.42663766462945,0.5694963167775826,37.34490355742727,7,1
63,alternative pop rock,0.1683781224489796,0.6567687074829932,217077.1462585034,0.6516292517006803,0.123666815,0.1416197278911564,-5.0958367346938775,0.0864357142857143,135.48081292517006,0.6253095238095238,53.61224489795918,7,1
64,alternative r&b,0.3217239391848476,0.6570931175114947,265613.942669817,0.5396622457857411,0.0434967225720227,0.1820841221877738,-8.293470188656762,0.1388718037984453,117.87034255069248,0.4598055084272971,56.95635079217568,1,1
65,alternative rock,0.1511366256977732,0.4764214724096101,244563.44676391283,0.7146454021356582,0.179047436147131,0.1929635007993647,-8.29444860197591,0.0577385511154443,125.5951599345833,0.4983180343471341,40.75484205978869,7,1
66,alternative roots rock,0.2187444444444444,0.5465111111111111,262296.76666666666,0.5834111111111111,0.0982387197777777,0.14933,-7.664222222222222,0.0604255555555555,104.37426666666668,0.4747,41.34444444444445,9,1
67,amapiano,0.001132,0.7384999999999999,295331.0,0.75,0.13412,0.0682,-5.4465,0.0508,127.0165,0.2685,7.5,1,1
68,ambeat,0.3684285714285714,0.7792857142857142,239712.7142857143,0.729142857142857,0.1470457142857142,0.2024857142857143,-6.131714285714288,0.1725142857142857,98.59928571428571,0.6937142857142857,56.142857142857146,1,1
69,ambient,0.6137670795348155,0.3677278794408691,338320.1817747194,0.3369899407177103,0.7120103210183099,0.170095201482759,-18.0484478199209,0.0502642398624806,112.2766077292638,0.2266014403803187,38.06717897016453,2,1
70,ambient black metal,0.001325495,0.2638333333333333,356480.0,0.7681666666666667,0.7681833333333331,0.3260333333333333,-9.345000000000002,0.0573666666666666,111.02750000000005,0.2410166666666666,43.5,4,1
71,ambient dub techno,0.00599,0.8040000000000002,390326.0,0.229,0.926,0.109,-16.51,0.0937,124.998,0.295,0.0,6,1
72,ambient folk,0.4502492282051282,0.5778153418803418,270670.9318803419,0.4885215897435898,0.3195554716816239,0.190939452991453,-11.336071153846152,0.0528000811965811,119.22533696581196,0.3520685042735043,28.577350427350428,2,1
73,ambient house,0.06545,0.6359999999999999,294900.0,0.8122499999999999,0.1646,0.29,-12.18375,0.045725,115.005,0.4335,40.75,6,0
74,ambient idm,0.1766666666666666,0.5503333333333333,317732.3333333333,0.6206666666666666,0.2270095333333333,0.0957333333333333,-9.275666666666668,0.0593333333333333,113.904,0.2846666666666667,44.66666666666666,8,1
75,ambient industrial,0.32066,0.5011399999999999,259950.74,0.5147280000000001,0.40614868,0.19188,-14.32892,0.059884,130.10404,0.43726,25.72,0,1
76,ambient pop,0.5808190476190477,0.2630238095238095,259229.19047619047,0.2859857142857143,0.7446505714285714,0.1750523809523809,-15.917785714285715,0.0333619047619047,99.39564285714286,0.1734738095238095,46.833333333333336,4,1
77,ambient psychill,0.841,0.0878,428762.5,0.2215,0.8835,0.1605,-17.6225,0.0353,72.5905,0.0399,10.0,10,0
