,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
467,canadian metal,0.0681596934727327,0.451474747385066,241557.5089596845,0.8114420197531,0.1701819844314106,0.1765154278521314,-6.866159588423786,0.0673734801658278,128.61437304689002,0.4137737896145099,33.881883159930254,9,1
468,canadian modern jazz,0.471,0.619,273864.0,0.381,0.0318,0.101,-10.691,0.0523,139.929,0.312,58.0,11,0
469,canadian pop,0.2746341253231302,0.5791060727540114,240561.3281769344,0.6362970626935676,0.1003848802064634,0.210515798034511,-7.586415257380269,0.0675374218159833,121.2053432986074,0.4721534557052274,44.62460843166698,7,1
470,canadian pop punk,0.1698997777777778,0.4758981481481482,206080.16666666663,0.7352685185185184,0.0004284592592592,0.1298527777777777,-5.48610185185185,0.0630416666666666,126.91551851851852,0.3994444444444444,57.36111111111112,9,1
471,canadian post-hardcore,0.0886294583333333,0.4065833333333333,218324.5833333333,0.769,0.0004629083333333,0.1543916666666666,-5.208666666666667,0.0633583333333333,117.29108333333332,0.4719166666666667,49.91666666666666,1,1
472,canadian post-rock,0.5078033777777778,0.1422222222222222,647556.888888889,0.5471111111111111,0.7994444444444445,0.1177333333333333,-11.226888888888888,0.0592,100.41433333333332,0.0558888888888888,46.77777777777778,11,0
473,canadian psychedelic,0.3506939066666666,0.4109952380952381,238169.70952380952,0.5194761904761905,0.174440447047619,0.1602128571428571,-12.04920476190476,0.0464423809523809,126.58826666666668,0.4776952380952381,38.75238095238095,7,1
474,canadian punk,0.0423897958528428,0.482252917131178,228087.4649386845,0.8472277406168711,0.2577815480258267,0.2470624080267558,-6.176813303604608,0.0793330880713489,131.21256380527686,0.510025696767001,35.20791527313267,7,1
475,canadian rock,0.169442803422409,0.524297617687589,231840.61719553763,0.6880183822601755,0.0898698659182101,0.1460460712922499,-7.970100701373393,0.0512637891587927,127.38679346222804,0.5150195904048128,43.35941807355725,9,1
476,canadian rockabilly,0.4443346233333333,0.4601666666666666,144013.33333333334,0.8538333333333333,0.2816700666666666,0.1529,-5.805000000000001,0.0753833333333333,127.171,0.7254999999999999,21.5,11,0
477,canadian singer-songwriter,0.4728281444212752,0.5495191680179532,245183.1462912739,0.4661651568437585,0.0545918072535052,0.1947521961138318,-11.67621289523902,0.0561301911043202,114.18608841870476,0.5111668855192183,38.34314877904091,9,1
478,canadian soundtrack,0.6590653281853281,0.339005291005291,216856.3800943801,0.2459812469612469,0.5962687544687545,0.1246803946803946,-18.65318933218933,0.0448764764764764,113.26838638638638,0.2432376805376805,34.62734162734163,7,1
479,cancion infantil mexicana,0.241,0.7126666666666667,200164.66666666663,0.8073333333333333,0.0,0.0727,-5.928333333333334,0.0290666666666666,106.87866666666666,0.6243333333333334,55.33333333333334,9,1
480,cancion melodica,0.4752353488515826,0.511709747840131,210221.73306733937,0.5112632070714571,0.0233560690343162,0.2338263412437505,-9.522637895531696,0.0537006672407044,115.90176954260204,0.5229651519851338,40.59617477311966,10,1
481,candomble,0.865,0.493,162693.0,0.723,0.0,0.542,-10.57,0.455,141.70600000000005,0.433,32.0,2,1
482,candy pop,0.1175686843268269,0.554204467799219,216407.3572417291,0.7460017097135286,0.0657371343505829,0.2060909637970131,-6.214153509759621,0.0664446426225662,127.85928956611562,0.5028744067887286,47.524451934433785,11,1
483,cantaditas,0.00054254,0.468,159253.5,0.9585,0.1493999999999999,0.726,-6.981,0.06305,138.086,0.4245,10.5,5,1
484,cantautor,0.4334573060212429,0.5551978786777334,244741.0168076488,0.5523445137434834,0.025844320193396,0.2224251921306338,-10.373654121603352,0.0787593821644815,122.42223449212764,0.5410090803405854,47.77141133460886,7,1
485,cante flamenco,0.511,0.4920000000000001,255747.0,0.8640000000000001,0.0,0.374,-5.881,0.0829,101.685,0.759,47.0,7,1
486,canterbury scene,0.3683946428571428,0.4519375,373225.1607142857,0.5605,0.3945737864285714,0.3123946428571428,-12.779232142857143,0.0460758928571428,110.43483035714286,0.37564375,31.607142857142858,6,1
487,canto popular uruguayo,0.8323333333333333,0.5850000000000001,233244.0,0.2163666666666667,0.0506689266666666,0.1106666666666666,-15.501,0.0358,121.62966666666664,0.3703333333333333,43.333333333333336,11,0
488,cantopop,0.6051078637147165,0.5514288030596854,232298.79389858505,0.4055221441140558,0.0050697420548822,0.1975338221827193,-11.119563696760752,0.0352276994002729,122.45698326869208,0.3883986287078932,41.27772570566689,7,1
489,canzone d'autore,0.5910050131567779,0.4793471394618454,253986.80301841948,0.4566841617859267,0.0062197273827349,0.1710705667600373,-11.053601824123588,0.0583016243103301,116.44287960190135,0.4752679135896782,42.43700364994483,0,1
490,canzone genovese,0.9033738738738736,0.4864159159159159,191599.8393393393,0.263290990990991,0.1856727706906907,0.211974024024024,-14.031642642642645,0.0896887387387387,122.30625825825828,0.5465570570570571,27.78678678678679,7,1
491,canzone napoletana,0.8937275472162417,0.3799936457300671,205225.6304371723,0.2682858849098131,0.1466443438101716,0.2081510062458892,-13.250222972403224,0.0632192006164794,106.35672237834116,0.3527903702443182,7.041551403060181,2,1
492,cape breton folk,0.955,0.557,180773.0,0.178,0.0,0.27,-13.130999999999998,0.0436,65.959,0.41,0.5,11,1
493,cape town indie,0.0079166666666666,0.6428333333333334,249395.8333333333,0.7313333333333334,0.4437646666666667,0.2892833333333333,-9.001000000000001,0.0791999999999999,127.17716666666666,0.3170666666666667,7.166666666666668,7,1
494,cape verdean folk,0.77875,0.61775,270966.75,0.455,0.0002308,0.1465749999999999,-11.742,0.035875,108.6985,0.607,54.0,4,1
495,caracas indie,0.0832,0.649,252280.0,0.883,0.0,0.125,-4.533,0.0478,124.976,0.787,43.0,0,1
496,carnatic,0.901599602040816,0.5662556275510205,413359.4573537415,0.3834882074829932,0.273199584042687,0.2185401989795918,-10.446616338435373,0.1006313486394558,116.42674116326528,0.6608576071428571,7.931469387755103,10,1
497,carnatic instrumental,0.8680625,0.45471875,196644.125,0.3394375,0.616871288125,0.4180937499999999,-14.215406249999996,0.07676875,137.183875,0.70359375,5.5,9,1
498,carnatic vocal,0.9043926425954996,0.5509270852956567,458298.09924646775,0.3989005442176871,0.2209588285264259,0.2159344479330193,-10.81726288854003,0.0979494348508634,114.85884320251176,0.6554606593406594,11.347284144427002,10,1
499,carnaval,0.0311151666666666,0.6508333333333334,195014.8333333333,0.898,0.3655,0.2241,-6.1815,0.1296833333333333,143.22216666666668,0.3768333333333333,0.3333333333333333,1,1
500,cartoon,0.3651349593650794,0.6607625514403294,159172.7736919459,0.5773288300999413,0.056798903462669,0.1697777748383304,-9.52187566137566,0.1661265138154027,122.37967792475015,0.65868759553204,40.44212228101117,10,1
501,cathedral choir,0.96689898989899,0.2318656565656565,242370.71717171711,0.1087656565656565,0.1069719979797979,0.1397434343434343,-25.651030303030307,0.0461696969696969,98.59757575757575,0.1657929292929292,44.47474747474748,7,1
502,caucasian classical,0.924373015873016,0.3687460317460317,344565.9682539683,0.2545325396825396,0.3503539682539682,0.1063936507936508,-17.56584920634921,0.0514119047619047,112.41618253968257,0.2212793650793651,5.357142857142858,7,1
503,caucasian classical piano,0.991,0.191,199773.0,0.0157,0.916,0.134,-36.252,0.0411,72.70100000000002,0.0869,61.0,1,0
504,ccm,0.2359905038443691,0.4844584062680763,272380.620546662,0.6034294577665718,0.0425806507424676,0.201346623524415,-7.536936811374708,0.0506983291057157,122.46322705504976,0.3582962635474662,45.89523538735886,11,1
505,cedm,0.0833666666666666,0.5533333333333333,197960.33333333328,0.6983333333333333,1.873333333333333e-05,0.1753666666666666,-4.662,0.0382666666666666,137.33666666666667,0.4775666666666666,55.66666666666666,6,0
506,cello,0.7509136060606061,0.3713209090909091,213790.6911541889,0.2949129634581106,0.5358432122103386,0.1762372192513369,-16.284626426024953,0.0537912856506238,124.8358297905526,0.3372235071301248,27.50086898395722,7,1
507,celtic,0.6356588149703617,0.4885454620348234,217922.04831127307,0.4348166944848189,0.1866211325262641,0.2298815770783972,-12.050828061136992,0.0567008113861048,118.621289077459,0.5156360411555713,32.37592523256198,2,1
508,celtic harp,0.952,0.5055,309829.75,0.16345,0.5467500000000001,0.21625,-18.58925,0.034625,125.759,0.31525,34.0,2,1
509,celtic metal,0.02158975,0.4915,283515.75,0.8555000000000001,1.9125e-05,0.1332,-4.92425,0.059825,125.40774999999998,0.506,63.25,11,1
510,celtic punk,0.3240181350239052,0.5138264143902493,182861.20992327144,0.7156220937178116,0.0434075671980769,0.2565632414723201,-8.22616159569931,0.1642852991203589,126.96196561353528,0.6766198458570577,41.950246159831806,7,1
511,celtic rock,0.3264962232392475,0.540188235468491,234020.1508554609,0.653530441133489,0.0618110145244687,0.2328134574014614,-8.956520151234912,0.059118687133446,125.28748896377962,0.6490947532164179,38.76690538055619,7,1
512,cha-cha-cha,0.7869120865139949,0.6209258451472193,186305.3431479462,0.412003816793893,0.1131356725627044,0.2268820247182843,-11.067676026899308,0.0521785078153398,108.90051726644856,0.7553563249727373,13.612504543802254,7,1
513,chakra,0.48217,0.372125,188946.875,0.50275,0.7301249999999999,0.5228625,-13.977625,0.036425,127.939875,0.26805,15.375,8,1
514,chalga,0.187,0.574,258333.0,0.873,0.0,0.277,-6.952000000000001,0.0525,104.978,0.614,1.0,2,1
515,chamame,0.9176666666666669,0.5861111111111111,190568.22222222225,0.284,0.0112527877777777,0.1844222222222222,-11.948444444444446,0.0707999999999999,101.10688888888888,0.4054444444444444,38.333333333333336,8,0
516,chamber choir,0.9671236991940296,0.2245283335256891,215032.76534037356,0.1645344701560005,0.418837766129994,0.1586214221824687,-21.859826754765614,0.0446195871083155,94.31375235154944,0.1814713173485679,32.93914824860062,2,1
517,chamber ensemble,0.8665,0.3395,183153.5,0.25995,0.7979999999999998,0.1634999999999999,-20.0105,0.0442,163.43800000000002,0.4435,45.0,3,1
518,chamber folk,0.33950146,0.3835,174269.5,0.576,0.3557214999999999,0.1495,-11.2155,0.0359499999999999,137.50400000000002,0.132,36.5,1,1
519,chamber orchestra,0.8729958756880066,0.3188302290382613,323591.4832749261,0.1554553229762132,0.6150190219616543,0.1659585975576001,-21.677230088924045,0.0492408698200812,100.62918925904604,0.2400503472709324,35.727545745973075,7,1
520,chamber pop,0.4508169829112338,0.496662952711015,250200.5877456428,0.4990061833094442,0.1113907993403673,0.1519188151498784,-10.601362636237424,0.0459297781540031,113.93583748124642,0.4093861328190818,46.58392107000331,2,1
521,chamber psych,0.285763736049238,0.5425704385424189,264491.74126234255,0.5789061207144914,0.3346572287875826,0.176576687067614,-10.724102967959007,0.0540308723127683,117.14160847412576,0.4281775707048881,35.48542320663107,7,1
522,champeta,0.0726957857142857,0.6727053571428572,309672.91071428574,0.8595803571428573,0.1910454461607142,0.1295517857142857,-6.478669642857143,0.0573071428571428,140.03847321428572,0.6634910714285716,34.21428571428571,6,1
523,channel islands indie,0.147,0.625,192160.0,0.763,0.0106,0.214,-4.997,0.129,88.75299999999999,0.721,74.0,8,0
524,channel pop,0.5101952380952381,0.5183809523809524,173860.47619047618,0.3596190476190476,1.728857142857143e-05,0.1343285714285714,-10.155857142857142,0.0354428571428571,116.44552380952382,0.334952380952381,33.57142857142857,10,1
525,chanson,0.5792831182945173,0.5263872156449261,220247.8695954973,0.4393843124942489,0.0565446776968718,0.1846952208048579,-11.449951733471558,0.0637129664577385,113.95325033360623,0.4908873794346257,39.26127828317324,7,1
526,chanson paillarde,0.3818625,0.6392500000000001,176587.4375,0.6356249999999999,0.05496886,0.20795625,-8.43125,0.0487687499999999,120.2025625,0.7245,41.5625,9,0
527,chaotic hardcore,0.0067375,0.365,175046.5,0.954,0.00064225,0.10725,-5.38375,0.12035,126.539,0.3145,25.0,11,0
528,charanga,0.7557224067046173,0.6427542694497154,253277.3283523087,0.5484023561037318,0.0116941850419038,0.109952775142315,-10.379291903858318,0.0835161053130929,100.83841967109424,0.8385923466160659,24.15417457305503,5,1
529,charango,0.5099999999999999,0.6533333333333334,274048.0,0.7076666666666666,3.364e-05,0.1290666666666666,-10.515,0.1058666666666666,136.189,0.68,47.0,10,0
530,charlotte nc indie,0.1767794999999999,0.6305000000000001,242922.0,0.7005000000000001,0.000185,0.1285,-7.521999999999999,0.0349,136.09050000000002,0.6275,27.5,11,1
531,charlottesville indie,0.080235,0.619,356117.6,0.7285999999999999,0.26050353,0.4145299999999999,-6.302800000000001,0.05713,130.3475,0.2508,29.3,6,1
532,chicago blues,0.5917722483197636,0.5617545999393606,235619.44780825943,0.4687426199997532,0.1214880112768063,0.17882045303249,-11.768402966719544,0.0658822456568459,120.45537061619795,0.6570415677797934,26.752581258286583,2,1
533,chicago drill,0.2009127976190476,0.7008567460317461,236347.705952381,0.7158354497354495,0.0049889028888888,0.1550530687830688,-6.479802910052909,0.1686691798941799,130.9331273809524,0.6015521164021164,51.03558201058201,1,1
534,chicago hardcore,0.0190221277777777,0.3420222222222222,223584.2,0.8998666666666667,0.0767068715,0.2205383333333333,-7.678577777777778,0.0687933333333333,124.12914444444444,0.4885277777777777,41.06111111111111,11,0
535,chicago house,0.057684231081081,0.7399097209097208,346906.03236313234,0.7297224547974548,0.3246102208517608,0.1427376532476532,-9.082804891954895,0.0667118901593901,125.4726387970138,0.5747131512631513,34.989398664398664,11,0
536,chicago indie,0.1792389981830887,0.493837246680643,211953.9011180992,0.6885535849056603,0.0688943676477987,0.2014409084556254,-7.566425087351503,0.0639403144654088,132.03338127183787,0.5077267505241091,42.34178895877009,2,1
537,chicago pop punk,0.2861749999999999,0.3965,317830.0,0.632,0.14,0.12895,-7.752000000000001,0.03005,139.4955,0.264,55.0,6,1
538,chicago punk,0.0396017685185185,0.4273962962962963,183879.2333333333,0.8947518518518517,0.0914646523518518,0.1980961111111111,-6.190840740740741,0.0642644444444444,129.2450296296296,0.6167314814814815,40.79814814814815,6,1
539,chicago rap,0.2036747149710894,0.6881602165748996,231125.7638754148,0.6397278384845799,0.0283668965354436,0.1860681767415478,-7.360417412802046,0.2105490235102663,122.8493574443509,0.5527613671124796,54.32548712299098,1,1
540,chicago soul,0.4909960617524206,0.5688243834515053,204744.11097299683,0.5147211946538431,0.039438646534385,0.2079977015515832,-10.535378027457002,0.0746309443100734,115.72449713203196,0.7175272079249377,28.490028439823327,1,1
541,chicano punk,0.0566320031746031,0.4203809523809523,162865.90476190476,0.8636825396825397,0.2634056884126984,0.2781428571428571,-6.528761904761904,0.0790555555555555,132.52174603174603,0.5806031746031747,35.0,4,1
542,chicano rap,0.1484973568695779,0.7708059271255061,245737.00615438895,0.5878796408445359,0.0375980652670435,0.1914579691158171,-9.070955738445935,0.2109177234297522,106.15979051847528,0.5799966849691415,40.855259080273,1,1
543,chicha,0.4999936004273504,0.6782517094017094,230519.8645299145,0.588330341880342,0.023301872008547,0.1576315598290598,-8.338084401709402,0.0490999572649572,119.3090797008547,0.7836844017094018,44.75470085470085,4,0
544,chihuahua indie,0.512,0.609,242026.0,0.735,0.00311,0.267,-7.322,0.0726,182.217,0.782,46.0,7,1
545,children's choir,0.6930083333333333,0.3923666666666667,212388.53125,0.4002999999999999,0.1335511094791666,0.1804020833333333,-13.457208333333332,0.1538666666666666,102.69008333333332,0.3383302083333332,34.354166666666664,0,1
546,children's folk,0.6428123776908025,0.6834264514024788,144429.49119373778,0.3081187703848663,0.0036715905838225,0.237962565231572,-12.12926361709067,0.1386190639269406,128.3088845401174,0.6113754892367905,37.958659491193735,2,1
547,children's music,0.5220882530113591,0.6882800694008333,151090.95255422255,0.4278566258174684,0.016914058401982,0.1836788276771443,-10.7180967169973,0.1391282843857511,118.97518505203834,0.6354749465774825,39.68488948814302,2,1
548,children's story,0.37185775,0.6925000000000001,610370.25,0.3815,0.4332502675,0.09,-14.27775,0.420475,104.9645,0.3205,14.25,10,1
549,chilean hardcore,0.0867124999999999,0.6284166666666668,286779.33333333326,0.7750833333333332,0.0027343916666666,0.109925,-7.686583333333332,0.070825,142.97208333333333,0.6923333333333334,53.0,9,1
550,chilean indie,0.3944388888888889,0.6531666666666667,219521.44444444444,0.5691666666666667,0.0371142211111111,0.1872555555555555,-8.387611111111113,0.0702444444444444,91.73183333333334,0.7495555555555555,53.33333333333333,11,1
551,chilean rock,0.253094807449495,0.5243304924242425,355732.2474747475,0.6101852904040403,0.0544161528914141,0.1534995265151515,-10.067456755050506,0.0549640467171717,113.92745991161615,0.635248106060606,47.7165404040404,4,0
552,chilena,0.2563830682666667,0.6192166666666667,234783.37833333333,0.568325,0.0762690747333333,0.1488868333333333,-8.706961666666668,0.058188,136.29569833333332,0.730401,48.556666666666665,2,1
553,chill groove,0.007255,0.598,532543.0,0.7815000000000001,0.8214999999999999,0.0587,-8.887,0.0399,131.505,0.3194999999999999,0.0,5,1
554,chill guitar,0.7169375,0.4721249999999999,238617.7083333333,0.3682041666666666,0.4539778333333332,0.0785270833333333,-16.225479166666666,0.04124375,106.87491666666664,0.3497291666666667,3.9375,10,1
555,chill lounge,0.3066178181818181,0.6539393939393938,274318.8181818182,0.5486060606060607,0.6206519654545454,0.1848818181818181,-11.61509090909091,0.0614030303030303,121.5468181818182,0.4066515151515151,0.9090909090909092,4,1
556,chill pop,0.6923444444444445,0.7287777777777777,196432.22222222225,0.4357777777777778,0.341,0.1186555555555555,-8.574777777777777,0.1202666666666666,106.63444444444444,0.8904444444444444,17.111111111111114,10,1
557,chill r&b,0.3526409201267055,0.6499914717348928,316881.0956384016,0.5558870614035087,0.0537579689437134,0.1895225999025341,-8.624906554580894,0.1016257797270955,114.46457870370372,0.4872249269005848,49.54093567251462,7,1
558,chillhop,0.4857128432744495,0.6725713645673324,175376.93623911933,0.4001048899129545,0.6063229816897083,0.1490162506400409,-12.32672741935484,0.1054060099846389,102.65872820020486,0.4277861623143882,36.22700972862263,1,1
559,chillstep,0.1625747173888888,0.5059319444444446,380323.625,0.7179097222222223,0.2573552196666666,0.2829088888888889,-6.753006944444445,0.0721127777777777,132.93298194444446,0.2839622222222223,37.3375,1,1
560,chillwave,0.2508129388646783,0.5961994116912737,246655.5008655893,0.6518885431609771,0.3221847215702373,0.2265362046946211,-7.526175274741551,0.0722645865652757,120.98536269058408,0.4660593087346021,48.01233512333219,11,1
561,chinese audiophile,0.7782857142857144,0.3875714285714285,261962.0,0.2163142857142857,0.0017601457142857,0.2168,-14.015428571428574,0.0380714285714285,121.95485714285714,0.2274285714285714,39.57142857142857,7,1
562,chinese classical,0.918,0.389,241933.0,0.447,0.904,0.0878,-18.247,0.0439,130.27,0.197,1.0,2,1
563,chinese classical performance,0.9816,0.3287,222845.5,0.076242,0.8928,0.09806,-27.4943,0.03882,108.7831,0.2322899999999999,46.9,8,0
564,chinese classical piano,0.9885,0.32175,213046.75,0.0495025,0.9185,0.1011,-28.366750000000003,0.039075,111.1885,0.127525,37.5,10,1
565,chinese electropop,0.00257,0.66,217088.0,0.787,0.0,0.3229999999999999,-4.592,0.032,142.018,0.199,79.0,1,0
566,chinese hip hop,0.359,0.409,280842.0,0.6779999999999999,4.76e-06,0.1669999999999999,-7.731,0.0878,89.96799999999998,0.168,71.0,9,1
567,chinese idol pop,0.176,0.7414999999999999,364075.0,0.7150000000000001,0.441,0.128,-7.5635,0.04975,116.5015,0.285,36.5,6,1
568,chinese indie,0.5939326666666668,0.5371027777777777,237246.50277777776,0.4836166666666667,0.1089677537777777,0.2497730555555556,-10.131013888888887,0.038195,125.89324722222224,0.4781388888888889,27.13611111111111,11,1
569,chinese indie rock,0.5223333333333333,0.4809999999999999,244240.0,0.5586666666666666,0.0004066666666666,0.3308666666666666,-11.742666666666668,0.0534666666666666,172.69500000000002,0.5,23.33333333333333,11,1
570,chinese instrumental,0.8886666666666668,0.3948888888888888,381974.5555555555,0.1532577777777778,0.3934444444444445,0.1004777777777777,-19.134222222222217,0.0381888888888888,98.50977777777776,0.2055555555555555,31.33333333333333,2,1
571,chinese r&b,0.6396666666666667,0.5870000000000001,255742.0,0.3196666666666667,0.0,0.2166666666666666,-10.626333333333331,0.0340333333333333,130.48733333333334,0.3816666666666666,50.33333333333334,5,1
572,chinese soundtrack,0.918,0.389,241933.0,0.447,0.904,0.0878,-18.247,0.0439,130.27,0.197,1.0,2,1
573,chinese traditional,0.5887805154471545,0.5219910569105691,204117.47479674796,0.3601523577235772,0.6936379706504064,0.1665391869918699,-14.722448780487802,0.0487299186991869,130.4575268292683,0.4817560975609755,13.954471544715446,7,1
574,chip hop,0.7659999999999999,0.78,101600.0,0.5489999999999999,0.0192,0.295,-7.689,0.39,77.06,0.568,0.0,3,1
575,chiptune,0.2192488579,0.48626,252702.46,0.610179,0.1799654999999999,0.1320299999999999,-10.77654,0.050981,123.17306,0.35322,36.21,2,1
576,chopped and screwed,0.0761982195286195,0.7733026936026937,280126.38552188553,0.6286521885521885,0.0246915582558922,0.2133281818181817,-6.750139730639731,0.2504923232323232,133.82360690235691,0.5631511784511785,43.7520202020202,1,1
577,choral,0.9174740134628212,0.2929092444282666,233293.5003410709,0.1522905534074893,0.2801261154201909,0.170771667748359,-22.263415421343097,0.0552727412616905,101.24818867605222,0.1967307263434519,36.13983956464975,7,1
578,choro,0.7293027169888934,0.5471831088886604,174699.47920320282,0.474662571758307,0.2584305494372589,0.1847227542506513,-12.22702728509644,0.0726810726495726,109.29644560743176,0.6849399474238996,16.904958436171672,7,1
579,christchurch indie,0.314,0.45,243513.5,0.8069999999999999,0.3225,0.3195,-11.334,0.0619,137.88600000000002,0.8724999999999999,34.0,3,1
580,christelijk,0.274525,0.5132500000000001,271287.5,0.69775,0.00606302,0.19325,-6.525499999999999,0.048475,120.1795,0.34625,15.5,5,0
581,christian a cappella,0.7665,0.5572142857142857,227773.64285714284,0.3146,2.7585e-05,0.1289928571428571,-11.90567857142857,0.0353607142857142,90.25646428571427,0.3361142857142857,15.678571428571429,6,1
582,christian alternative rock,0.214106098253698,0.4868532971814422,250830.9063705452,0.6458002368426674,0.0308535717259704,0.187633488103878,-7.211635361202787,0.0527792582789886,123.6865610042985,0.4160098155736948,45.81895655819443,11,1
583,christian hard rock,0.1190975,0.35925,201327.0,0.86875,4.1e-06,0.3275,-4.085000000000001,0.067375,126.05775,0.4232500000000001,54.25,5,1
584,christian hardcore,0.0142931666666666,0.5233333333333333,191924.3333333333,0.7789999999999999,0.1933766666666666,0.1965666666666666,-7.413666666666667,0.0589666666666666,129.07366666666667,0.4499999999999999,40.66666666666666,0,1
585,christian hip hop,0.106911125,0.6973576388888888,233675.9399305556,0.7849697916666667,0.1091382326736111,0.1571945138888889,-6.272836805555556,0.1193563888888888,126.92175902777778,0.6333315972222222,51.119097222222216,1,1
586,christian indie,0.1659395710955711,0.5233655011655013,239402.85174825173,0.608062703962704,0.0082932402657342,0.1996973659673659,-7.790769696969696,0.0654256643356643,118.31524382284384,0.4156751981351981,45.62074592074592,11,1
587,christian metal,0.1073663558397436,0.4712105769230769,226069.42019230768,0.7956291666666666,0.0613661122435897,0.1945352243589743,-6.600857051282052,0.0728772756410256,132.62601794871796,0.4219341666666666,34.88205128205128,9,1
588,christian metalcore,0.0116962091666666,0.438225,252147.725,0.8780666666666667,0.0454810736666666,0.2350916666666667,-5.6215166666666665,0.1150883333333333,135.25553333333335,0.3309791666666667,47.016666666666666,10,1
589,christian music,0.290875712225561,0.4891454383752405,266232.84772468294,0.5701645479195933,0.0457571368740993,0.1954363100500378,-8.29639095734441,0.0529038238521444,120.39535658009652,0.3692423934327067,44.01739899520262,2,1
590,christian pop,0.2328909768225238,0.5211668300653596,252375.92473604827,0.611706925590749,0.0486520851219205,0.1694786928104575,-7.287158898944192,0.0530721732026143,123.34960045248869,0.3841787330316741,44.33538210155857,9,1
591,christian power metal,0.285530465625,0.49446875,263974.65625,0.54965625,0.17246439125,0.143928125,-12.259062500000002,0.0532906249999999,109.62024999999998,0.31019375,16.125,11,1
592,christian punk,0.0922139333333333,0.5071222222222223,208992.85555555555,0.760288888888889,0.0760087506666666,0.1467155555555555,-6.284866666666667,0.0561477777777777,116.9345111111111,0.4745444444444444,42.644444444444446,10,1
593,christian relaxative,0.7313510215053761,0.4078990783410138,244160.4533026114,0.2782711674347158,0.413236319841782,0.1934123655913978,-14.755563901689705,0.0436821966205837,111.14578586789553,0.2712692780337941,36.80122887864824,7,1
594,christian rock,0.0751184899819869,0.4906233277800443,219934.5747686885,0.802567820277438,0.0100860311470465,0.1687091491114737,-5.60526287456367,0.0600210947799084,129.30113943243117,0.4812468414479351,47.015729180833226,11,1
595,christian trap,0.0994768333333333,0.7235555555555555,247165.36944444448,0.7803944444444445,0.1512883504166666,0.1278272222222221,-7.482486111111112,0.1370322222222222,129.75606666666667,0.62545,45.81111111111111,1,1
596,christian uplift,0.1571486538461538,0.5138333333333334,288975.4123931624,0.546551282051282,0.0120695083760683,0.2244222222222222,-8.684739316239314,0.0315555555555555,111.25799145299146,0.3224350427350427,49.399572649572654,7,1
597,christmas instrumental,0.8261088499550926,0.5500672748355783,227731.11933178676,0.221778729291244,0.7430424976701295,0.1278446613956403,-17.65083862525148,0.0471304086799327,109.49848797689624,0.3737915212796743,41.39994027868835,7,1
598,christmas product,0.4306222222222222,0.5424444444444445,195646.44444444444,0.6045555555555556,0.4084911222222223,0.218,-11.378666666666666,0.0414999999999999,112.87088888888889,0.2651111111111111,3.6666666666666665,9,1
599,chunchaca,0.372178,0.7574933333333334,257503.98666666663,0.6310066666666667,0.0341343913333333,0.1457633333333333,-9.397826666666669,0.1440993333333333,130.29854000000003,0.91474,43.260000000000005,5,1
600,chutney,0.3234669148056245,0.6859213950923628,249565.43942579775,0.7157719183608316,0.0546536102077329,0.170165052675112,-7.036753399939053,0.1184436420559256,119.95434081450524,0.7650801706499499,21.84478255191328,1,1
601,cincinnati rap,0.2024666666666666,0.7063333333333333,246324.3333333333,0.7046666666666667,0.0,0.1933333333333333,-5.256,0.1391333333333333,154.705,0.3336666666666667,62.66666666666666,5,0
602,cinematic post-rock,0.18369,0.6344000000000001,376666.2,0.6461,0.3855550000000001,0.18176,-8.8031,0.0599,125.31730000000002,0.4707,22.9,4,1
603,circuit,0.0079058833333333,0.7194666666666666,377734.7865079365,0.8973357142857145,0.6528874603174604,0.2325380158730159,-5.982954761904762,0.0920480158730158,127.76516666666669,0.3749103174603174,2.580952380952381,7,1
604,circus,0.191,0.5670000000000001,348560.0,0.585,3.1e-05,0.241,-10.265,0.025,83.931,0.383,53.0,2,0
605,city pop,0.1296428571428571,0.6605714285714287,280646.4285714286,0.6777142857142857,0.0002340599999999,0.0821142857142857,-6.150142857142856,0.0324285714285714,125.11528571428572,0.6751428571428572,42.285714285714285,3,1
606,classic afrobeat,0.2860875,0.598475,309709.7,0.7802999999999999,0.031697725,0.17424,-7.896137499999999,0.09921125,106.624975,0.763875,32.0,0,1
607,classic arab pop,0.7375136098527418,0.4753547964097104,463745.01349886326,0.3692181715868972,0.1131085694261015,0.2893863693532165,-11.447017779828808,0.0569100180515952,112.85024444534942,0.5080771403492511,21.384501979011347,0,1
608,classic australian country,0.602,0.5559999999999999,194057.7,0.4481,1.2701999999999998e-05,0.18659,-10.6553,0.0360299999999999,109.99190000000002,0.5591999999999999,31.7,6,1
609,classic belgian pop,0.1829270833333333,0.6189166666666668,206664.29166666663,0.757,0.0002160991666666,0.0941041666666666,-7.275416666666667,0.0592166666666666,131.11316666666667,0.6974999999999999,29.83333333333333,7,1
610,classic bhangra,0.347,0.7240000000000001,319071.3333333333,0.9086666666666666,0.26400841,0.1804,-6.616,0.0463333333333333,105.36466666666666,0.874,21.666666666666668,2,0
611,classic bollywood,0.7936156659576163,0.520472091025163,260996.59846064253,0.40007099009233,0.234801662138041,0.2386841813426159,-11.716064115351305,0.0935715162957853,109.19240272932824,0.6588258302100645,15.16027863069403,9,1
